Event,Station,dt_ISO,Latitude,Longitude,Depth,Pressure,Salinity,Temperature,CH4_diss,CH4_std_dev,CH4_eq,N2O_diss,N2O_std_dev,N2O_eq,O2,StationDepth,MLD,Cast,Bottle
RVCT_20231019_EXRX-cast01,EXRX-cast01,2023-10-19T12:15:51,40.8855,-73.7276666666667,9.663,9.739,25.1529,17.1368,135.452582836318,2.67792568871647,2.67018932423088,11.2123458878811,0.13861567268701,8.96997424686872,221.8202646,16.5422581847265,14,3,7
RVCT_20231019_EXRX-cast01,EXRX-cast01,2023-10-19T12:15:51,40.8855,-73.7276666666667,6.634,6.686,25.1535,17.1397,135.920452209405,13.578649743016,2.67000403295904,11.3261684969102,0.364891006347202,8.96909707671837,220.4598237,16.5422581847265,14,3,5
RVCT_20231019_EXRX-cast01,EXRX-cast01,2023-10-19T12:15:51,40.8855,-73.7276666666667,3.712,3.741,25.1178,17.0549,139.545957195029,0.798465330363644,2.67577638884372,11.3640922982384,0.0774216140801803,8.99578402006849,218.897836,16.5422581847265,14,3,3
RVCT_20231019_EXRX-cast01,EXRX-cast01,2023-10-19T12:15:51,40.8855,-73.7276666666667,1.573,1.585,25.1252,17.0775,135.884252495859,1.07404299675789,2.67427642235552,11.3740849550949,0.24901448645634,8.98877605420879,219.7852589,16.5422581847265,14,3,1
RVCT_20231019_EXRX-cast01,EXRX-cast01,2023-10-19T12:15:51,40.8855,-73.7276666666667,16.3436963631802,16.472,25.298,17.2921,108.754797300328,1.77033909737409,2.65815816903318,10.9935511872916,0.271235037042338,8.91707857846585,210.7619264,16.5422581847265,14,3,0
RVCT_20231019_MID4-cast03,MID4-cast03,2023-10-19T14:58:01,40.9231666666667,-73.656,15.615,15.737,26.1072,17.762,32.4935488770485,3.23274075881245,2.61535302799463,9.85140292536257,0.43685898646176,8.74003560157056,207.7181584,17.1037712427537,8,5,11
RVCT_20231019_MID4-cast03,MID4-cast03,2023-10-19T14:58:01,40.9231666666667,-73.656,13.278,13.382,25.9563,17.6636,28.3891925338131,0,2.62389299716831,9.63452819305143,0,8.77574764488062,213.2545256,17.1037712427537,8,5,9
RVCT_20231019_MID4-cast03,MID4-cast03,2023-10-19T14:58:01,40.9231666666667,-73.656,9.905,9.983,25.6904,17.4345,39.6743254655974,1.85173604817322,2.64232134305733,10.453882070249,0.0771930030599027,8.85506814391281,222.3878862,17.1037712427537,8,5,7
RVCT_20231019_MID4-cast03,MID4-cast03,2023-10-19T14:58:01,40.9231666666667,-73.656,7.418,7.476,25.4592,17.1686,44.7511173655526,0.637916338552838,2.66247321048391,9.83027424159024,0.0761272372850371,8.94413854904441,235.4246736,17.1037712427537,8,5,5
RVCT_20231019_MID4-cast03,MID4-cast03,2023-10-19T14:58:01,40.9231666666667,-73.656,4.613,4.649,25.3681,17.031,41.542509079915,1.58309283588342,2.67244583062424,9.9039172016724,0.438073158975802,8.98915097818576,246.4819835,17.1037712427537,8,5,3
RVCT_20231019_MID4-cast03,MID4-cast03,2023-10-19T14:58:01,40.9231666666667,-73.656,1.634,1.647,25.3638,17.2156,48.0100440213514,0.355348530930118,2.66147412339767,10.2541170756114,0.224237740222707,8.93566460964499,254.9664868,17.1037712427537,8,5,1
RVCT_20231019_MID4-cast03,MID4-cast03,2023-10-19T14:58:01,40.9231666666667,-73.656,16.9052644731341,17.038,26.1072,17.762,36.0137832442468,5.08974583544714,2.61535302799463,9.8570611166836,0.586641428993729,8.74003560157056,207.7181584,17.1037712427537,8,5,0
RVCT_20231019_MID4-cast05,MID4-cast05,2023-10-19T19:20:39,40.924,-73.6553333333333,16.985,17.119,26.1897,17.8205,39.2804713024725,5.63769310670551,2.61042748776258,9.64453930383791,0.0510562064350188,8.71927305538807,203.380789,19.0236130773099,5,7,11
RVCT_20231019_MID4-cast05,MID4-cast05,2023-10-19T19:20:39,40.924,-73.6553333333333,12.466,12.564,26.0673,17.7603,31.8851025848709,0.871944810950435,2.61619197823475,9.68859700720155,0.0552179416399958,8.7426151195984,208.5274305,19.0236130773099,5,7,10
RVCT_20231019_MID4-cast05,MID4-cast05,2023-10-19T19:20:39,40.924,-73.6553333333333,10.397,10.478,25.8489,17.4267,35.0722309832453,3.12533116648,2.63980727417716,10.1080079857117,0.343190215417364,8.84883011904798,229.8605423,19.0236130773099,5,7,8
RVCT_20231019_MID4-cast05,MID4-cast05,2023-10-19T19:20:39,40.924,-73.6553333333333,7.47,7.528,25.8108,17.3691,33.4279052186094,0.203525402451723,2.64392380366169,10.0553595166394,0.115049489667454,8.86736707165387,234.0971383,19.0236130773099,5,7,6
RVCT_20231019_MID4-cast05,MID4-cast05,2023-10-19T19:20:39,40.924,-73.6553333333333,4.429,4.464,25.6558,17.6754,40.1754142424693,0.143496660609838,2.62880207674726,10.3890801924854,0.486138582426952,8.78831690018001,258.1675847,19.0236130773099,5,7,4
RVCT_20231019_MID4-cast05,MID4-cast05,2023-10-19T19:20:39,40.924,-73.6553333333333,1.745,1.759,25.6511,17.7421,41.9383296235361,1.58552196485388,2.62498755829307,10.1656674448328,0.200445241156185,8.76970282774154,258.9655455,19.0236130773099,5,7,2
RVCT_20231019_MID4-cast05,MID4-cast05,2023-10-19T19:20:39,40.924,-73.6553333333333,18.8251014039798,18.973,26.1897,17.8205,36.2235062870528,0,2.61042748776258,10.0906915566702,0,8.71927305538807,203.380789,19.0236130773099,5,7,0
RVCT_20231019_MID4-cast07,MID4-cast07,2023-10-19T23:32:58,40.9236666666667,-73.6548333333333,16.836804839055,16.969,26.1463,17.7549,32.4642370631572,7.62337038463525,2.61504081973049,10.5615856346716,1.72961464895447,8.73997325598029,204.1869762,17.0353106041436,6,9,0
RVCT_20231019_MID4-cast07,MID4-cast07,2023-10-19T23:32:58,40.9236666666667,-73.6548333333333,15.733,15.856,26.1463,17.7549,36.9402610619185,3.24859101294553,2.61504081973049,10.5382266067067,0.268059133453427,8.73997325598029,204.1869762,17.0353106041436,6,9,11
RVCT_20231019_MID4-cast07,MID4-cast07,2023-10-19T23:32:58,40.9236666666667,-73.6548333333333,9.943,10.021,25.7301,17.2059,39.7345321707228,6.90754663091856,2.6551239747954,10.5810524786934,1.4866829876361,8.91870563330452,233.0410742,17.0353106041436,6,9,7
RVCT_20231019_MID4-cast07,MID4-cast07,2023-10-19T23:32:58,40.9236666666667,-73.6548333333333,7.321,7.378,25.5574,17.2334,45.7982316183698,6.60105529262512,2.65675048487825,10.18129310934,0.485404984578454,8.92006473789551,239.103931,17.0353106041436,6,9,5
RVCT_20231019_MID4-cast07,MID4-cast07,2023-10-19T23:32:58,40.9236666666667,-73.6548333333333,4.834,4.872,25.4774,17.1869,44.3943619167703,2.1187592007869,2.66103584160488,10.1298500124342,0.0416775550990357,8.93784640146187,252.2332654,17.0353106041436,6,9,3
RVCT_20231019_MID4-cast07,MID4-cast07,2023-10-19T23:32:58,40.9236666666667,-73.6548333333333,1.534,1.547,25.4586,17.1673,44.8376383284264,8.56118989377364,2.66256223106292,9.86412174787749,0.207616865939308,8.94454828328746,253.3016691,17.0353106041436,6,9,1
RVCT_20231019_MID4-cast09,MID4-cast09,2023-10-20T03:05:56,40.923,-73.655,16.9707475799474,17.104,26.1408,17.7575,32.0609280841159,0.623906646497225,2.61499162588193,9.97868604807917,0.409069962293346,8.73953173259247,202.1529988,17.1692548275999,9,11,0
RVCT_20231019_MID4-cast09,MID4-cast09,2023-10-20T03:05:56,40.923,-73.655,15.115,15.233,26.1408,17.7575,39.7839659391863,2.17989474902905,2.61499162588193,12.2099576026112,2.09944848422102,8.73953173259247,202.1529988,17.1692548275999,9,11,11
RVCT_20231019_MID4-cast09,MID4-cast09,2023-10-20T03:05:56,40.923,-73.655,12.044,12.139,26.0729,17.7025,39.1463571330085,0.102773215629062,2.61945403665249,10.7579950368365,0.0919626442852809,8.75860043796296,208.1428463,17.1692548275999,9,11,9
RVCT_20231019_MID4-cast09,MID4-cast09,2023-10-20T03:05:56,40.923,-73.655,9.203,9.275,25.6564,17.3367,38.6241617947296,2.54116915876614,2.64874629862878,10.25410580747,0.32333904913607,8.88495046994226,228.059989,17.1692548275999,9,11,7
RVCT_20231019_MID4-cast09,MID4-cast09,2023-10-20T03:05:56,40.923,-73.655,6.93,6.984,25.3985,17.1666,45.9168007094204,1.39279167290319,2.66374317576749,9.95851438999266,0.0458524475562392,8.94800249909267,255.4929764,17.1692548275999,9,11,5
RVCT_20231019_MID4-cast09,MID4-cast09,2023-10-20T03:05:56,40.923,-73.655,4.801,4.839,25.3688,17.1501,51.6318791060693,6.33718593716786,2.66529300351185,10.2695619458924,1.00644899797088,8.95440333946502,259.8725061,17.1692548275999,9,11,3
RVCT_20231019_MID4-cast09,MID4-cast09,2023-10-20T03:05:56,40.923,-73.655,1.79,1.804,25.3629,17.1474,58.5577685618132,10.9466768130322,2.66556646094306,10.1533123705873,0.523043786684876,8.95550763580746,260.8853816,17.1692548275999,9,11,1
RVCT_20231019_MID4-cast11,MID4-cast11,2023-10-20T06:56:52,40.9241666666667,-73.6535,18.7794620787551,18.927,26.2743,17.971,36.83393055216,1.19276919054107,2.60016404030937,10.0334385500073,0.0514167555971826,8.67281393609548,200.4614453,18.97797331564,9,13,0
RVCT_20231019_MID4-cast11,MID4-cast11,2023-10-20T06:56:52,40.9241666666667,-73.6535,17.169,17.304,26.2743,17.971,42.0781844205966,2.38092671768866,2.60016404030937,11.4314787624953,0.483907019193953,8.67281393609548,200.4614453,18.97797331564,9,13,11
RVCT_20231019_MID4-cast11,MID4-cast11,2023-10-20T06:56:52,40.9241666666667,-73.6535,13.952,14.061,26.2664,17.9653,40.4994305374909,3.30802637041777,2.6006381565667,11.1875487091212,1.76091389804465,8.67481250282912,198.7143636,18.97797331564,9,13,9
RVCT_20231019_MID4-cast11,MID4-cast11,2023-10-20T06:56:52,40.9241666666667,-73.6535,11.32,11.408,25.8378,17.5206,35.6288047126293,2.71178550460557,2.63448598617385,10.6152304346634,0.279329404168219,8.8226197097107,230.3315037,18.97797331564,9,13,7
RVCT_20231019_MID4-cast11,MID4-cast11,2023-10-20T06:56:52,40.9241666666667,-73.6535,7.89,7.952,25.5331,17.174,49.5646818151975,4.17438103966497,2.66075097490738,10.717092599809,0.284250638891507,8.93857682801017,242.6238019,18.97797331564,9,13,5
RVCT_20231019_MID4-cast11,MID4-cast11,2023-10-20T06:56:52,40.9241666666667,-73.6535,4.948,4.987,25.4344,17.0818,49.5113149023343,2.59804424220219,2.66813692898104,9.8373356240212,0.157643028763858,8.97072437659338,245.7107585,18.97797331564,9,13,3
RVCT_20231019_MID4-cast11,MID4-cast11,2023-10-20T06:56:52,40.9241666666667,-73.6535,1.637,1.65,25.4359,17.0804,44.7635688355636,0.338093058917889,2.66819233071765,9.7589393611392,0.190155753909558,8.97105095678569,244.0459408,18.97797331564,9,13,1
RVCT_20231019_MID4-cast13,MID4-cast13,2023-10-20T10:58:12,40.9236666666667,-73.6541666666667,17.6493894527156,17.788,26.3082,17.9888,37.002396956996,0.137014009362804,2.5985144045173,9.94466791817645,0.492588071855863,8.66609541286674,199.0598724,17.8478978691178,7,15,0
RVCT_20231019_MID4-cast13,MID4-cast13,2023-10-20T10:58:12,40.9236666666667,-73.6541666666667,13.715,13.823,26.2823,17.9621,32.3116594570127,0.510069401951243,2.60052983810904,9.68433885339101,0.177188085120402,8.67487314525924,200.223908,17.8478978691178,7,15,11
RVCT_20231019_MID4-cast13,MID4-cast13,2023-10-20T10:58:12,40.9236666666667,-73.6541666666667,16.554,16.684,26.3082,17.9888,37.4999248569364,3.61769065066861,2.5985144045173,10.3436010065707,0.13304588155689,8.66609541286674,199.0598724,17.8478978691178,7,15,10
RVCT_20231019_MID4-cast13,MID4-cast13,2023-10-20T10:58:12,40.9236666666667,-73.6541666666667,10.37,10.451,25.7958,17.5324,40.131131057978,5.10026163465378,2.63457801882067,10.2793591804541,0.735404073580267,8.82149452766011,230.3921734,17.8478978691178,7,15,7
RVCT_20231019_MID4-cast13,MID4-cast13,2023-10-20T10:58:12,40.9236666666667,-73.6541666666667,7.223,7.279,25.6203,17.2604,46.951186114633,0.398368089604973,2.65395603200139,10.1555419569804,0.332326738223398,8.90887540547784,237.4781887,17.8478978691178,7,15,5
RVCT_20231019_MID4-cast13,MID4-cast13,2023-10-20T10:58:12,40.9236666666667,-73.6541666666667,3.984,4.015,25.421,16.9736,42.7220888265296,4.88854065701315,2.67488908508738,9.80433176760329,0.0726359408929893,9.00306308521708,244.4767985,17.8478978691178,7,15,3
RVCT_20231019_MID4-cast13,MID4-cast13,2023-10-20T10:58:12,40.9236666666667,-73.6541666666667,1.591,1.603,25.4186,16.971,50.5017590471828,16.2247571293783,2.67509127588563,10.6950275106794,1.10181942128193,9.00395542942041,244.8356752,17.8478978691178,7,15,1
RVCT_20231019_EXR1-cast01,EXR1-cast01,2023-10-20T12:04:06,40.871,-73.736,31.3477507618833,31.595,25.4056,17.2729,76.7251609029789,0,2.65726768620848,11.7096675707861,0,8.91682878786158,213.7964397,31.5464556176478,7,16,0
RVCT_20231019_EXR1-cast01,EXR1-cast01,2023-10-20T12:04:06,40.871,-73.736,31.375,31.622,25.4056,17.2729,97.6627860736449,0.669629449836943,2.65726768620848,11.2401449671662,0.138325541556601,8.91682878786158,213.7964397,31.5464556176478,7,16,11
RVCT_20231019_EXR1-cast01,EXR1-cast01,2023-10-20T12:04:06,40.871,-73.736,24.873,25.069,25.302,17.2039,91.3607846776242,4.34725823199141,2.66334344965782,10.6890562543909,0.188296989920032,8.94239619542502,217.5620743,31.5464556176478,7,16,9
RVCT_20231019_EXR1-cast01,EXR1-cast01,2023-10-20T12:04:06,40.871,-73.736,20.095,20.253,25.2565,17.1742,101.91196294385,3.95113153535525,2.66598181431615,10.648739156356,0.338192644957696,8.95347992845908,218.7189118,31.5464556176478,7,16,7
RVCT_20231019_EXR1-cast01,EXR1-cast01,2023-10-20T12:04:06,40.871,-73.736,11.171,11.259,25.0676,17.0857,149.158227556287,1.76247801314561,2.67488049818364,12.2495865840698,0.194612185083303,8.98951299009047,218.0536017,31.5464556176478,7,16,5
RVCT_20231019_EXR1-cast01,EXR1-cast01,2023-10-20T12:04:06,40.871,-73.736,7.356,7.413,24.9905,17.0498,167.571109809752,11.8039247273904,2.67851062830139,13.3023960779123,0.713290865589045,9.00420851589853,215.9209075,31.5464556176478,7,16,3
RVCT_20231019_EXR1-cast01,EXR1-cast01,2023-10-20T12:04:06,40.871,-73.736,1.584,1.597,24.6677,16.9699,184.791873453304,6.70054716260369,2.68950995944789,13.9164384785391,0.434153620737527,9.04530166047946,216.4854442,31.5464556176478,7,16,1
RVCT_20231019_EXRX-cast02,EXRX-cast02,2023-10-20T12:46:39,40.883,-73.7261666666667,21.801,21.973,25.5962,17.382,67.7272550420239,1.48325869704848,2.6471959629132,10.2179093628647,0.0636496048152991,8.87516149500822,210.4565213,22.7502260828935,9,17,11
RVCT_20231019_EXRX-cast02,EXRX-cast02,2023-10-20T12:46:39,40.883,-73.7261666666667,17.914,18.055,25.4562,17.3026,78.9549575657402,0.158784991142837,2.65454499268886,10.5314499852403,0.00131920038905279,8.90552993694219,214.7568719,22.7502260828935,9,17,9
RVCT_20231019_EXRX-cast02,EXRX-cast02,2023-10-20T12:46:39,40.883,-73.7261666666667,14.665,14.78,25.3678,17.2547,94.393498737267,0.480042322857808,2.65906650404152,10.727810092264,0.226288570287518,8.92412819086677,216.645859,22.7502260828935,9,17,7
RVCT_20231019_EXRX-cast02,EXRX-cast02,2023-10-20T12:46:39,40.883,-73.7261666666667,10.805,10.889,25.1921,17.1473,118.782619912487,0.24745164716988,2.66881505326818,11.0440589401352,0.167924181896844,8.96479129304667,224.9504098,22.7502260828935,9,17,5
RVCT_20231019_EXRX-cast02,EXRX-cast02,2023-10-20T12:46:39,40.883,-73.7261666666667,4.684,4.72,24.9379,16.9989,148.922191114284,7.43569068968111,2.68258471103707,12.151207715893,0.275826789136185,9.02199948921507,219.6844855,22.7502260828935,9,17,3
RVCT_20231019_EXRX-cast02,EXRX-cast02,2023-10-20T12:46:39,40.883,-73.7261666666667,1.606,1.618,24.9279,16.993,159.001151757366,5.74379793416148,2.68313213856442,12.7076924749468,0.364778572185655,9.02427791926132,221.9662832,22.7502260828935,9,17,1
RVCT_20231019_EXRX-cast02,EXRX-cast02,2023-10-20T12:46:39,40.883,-73.7261666666667,22.5516171710016,22.729,25.5962,17.382,65.7675680276235,2.91692633862885,2.6471959629132,10.3149746183473,0.129488962081991,8.87516149500822,210.4565213,22.7502260828935,9,17,0
RVCT_20231019_MID3-cast01,MID3-cast01,2023-10-20T13:35:24,40.9055,-73.6901666666667,12.5654736688519,12.664,25.9738,17.6591,42.0706711768857,8.80204918056624,2.62383015364348,10.48676574311,0.466275561696499,8.77609428031102,204.9561446,12.763986677351,7,18,0
RVCT_20231019_MID3-cast01,MID3-cast01,2023-10-20T13:35:24,40.9055,-73.6901666666667,10.949,11.035,25.9738,17.6591,34.9845974700481,5.04612527846558,2.62383015364348,10.200209914896,0.744494442725338,8.77609428031102,204.9561446,12.763986677351,7,18,11
RVCT_20231019_MID3-cast01,MID3-cast01,2023-10-20T13:35:24,40.9055,-73.6901666666667,8.672,8.74,25.8373,17.5363,68.6744881070012,2.9240834128574,2.63357258590935,10.3580656484995,0.0800177076635323,8.81817591189562,211.2729915,12.763986677351,7,18,9
RVCT_20231019_MID3-cast01,MID3-cast01,2023-10-20T13:35:24,40.9055,-73.6901666666667,7.209,7.265,25.2404,17.101,116.886687690603,9.78059112248225,2.67067307844121,11.3602594120603,0.175235194095126,8.97565832924982,229.3330244,12.763986677351,7,18,7
RVCT_20231019_MID3-cast01,MID3-cast01,2023-10-20T13:35:24,40.9055,-73.6901666666667,4.946,4.984,25.1257,17.029,114.320410468213,2.52256020320254,2.67718456350025,11.2552362082886,0.281183568288103,9.00293204748143,227.6332445,12.763986677351,7,18,5
RVCT_20231019_MID3-cast01,MID3-cast01,2023-10-20T13:35:24,40.9055,-73.6901666666667,3.444,3.471,25.136,17.0358,108.003149439726,0,2.67657880912451,11.3684123679779,0,9.00038059455896,227.1098398,12.763986677351,7,18,3
RVCT_20231019_MID3-cast01,MID3-cast01,2023-10-20T13:35:24,40.9055,-73.6901666666667,1.727,1.741,25.1399,17.0368,120.370151148312,0,2.6764442704542,11.0519262172647,0,8.99987555588736,228.1432813,12.763986677351,7,18,2
RVCT_20231019_MID3-cast01,MID3-cast01,2023-10-20T13:35:24,40.9055,-73.6901666666667,1.714,1.727,25.141,17.0376,126.24317958933,0.663661741371614,2.67637515308492,11.1972451742018,0.0684765128211468,8.99958155497505,227.6918576,12.763986677351,7,18,1
RVCT_20231019_MID4-cast14,MID4-cast14,2023-10-20T14:22:19,40.9223333333333,-73.6546666666667,16.729650583201,16.861,26.2907,17.957,34.6045574243664,1.99255088175951,2.60066921215797,9.9525855168875,0.863857740529624,8.67585424543529,197.4300169,16.928158060368,9,19,0
RVCT_20231019_MID4-cast14,MID4-cast14,2023-10-20T14:22:19,40.9223333333333,-73.6546666666667,15.436,15.557,26.2907,17.957,40.7184491437866,4.21993704256958,2.60066921215797,9.88511844977076,0.25924875321526,8.67585424543529,197.4300169,16.928158060368,9,19,11
RVCT_20231019_MID4-cast14,MID4-cast14,2023-10-20T14:22:19,40.9223333333333,-73.6546666666667,11.881,11.974,26.2162,17.8589,36.9391154760757,7.3175490324308,2.60771228816583,10.0674792686153,0.227879561427153,8.70712925179143,201.0187839,16.928158060368,9,19,9
RVCT_20231019_MID4-cast14,MID4-cast14,2023-10-20T14:22:19,40.9223333333333,-73.6546666666667,10.21,10.29,25.5717,17.2382,46.195598345349,0.0324875138675502,2.65619449422115,10.2019138734942,0.214167665055476,8.91790617017048,233.4986677,16.928158060368,9,19,7
RVCT_20231019_MID4-cast14,MID4-cast14,2023-10-20T14:22:19,40.9223333333333,-73.6546666666667,9.552,9.627,25.5181,17.1959,49.8890581784199,11.4057824418746,2.65972839695366,10.1291916159243,0.430898477786374,8.93303932775771,235.9933235,16.928158060368,9,19,5
RVCT_20231019_MID4-cast14,MID4-cast14,2023-10-20T14:22:19,40.9223333333333,-73.6546666666667,4.859,4.897,25.3189,17.0355,67.3760163299017,3.77946569134943,2.67311213810258,10.5994088315609,0.0790502773685082,8.99051238140363,244.7359301,16.928158060368,9,19,3
RVCT_20231019_MID4-cast14,MID4-cast14,2023-10-20T14:22:19,40.9223333333333,-73.6546666666667,1.749,1.762,25.3076,17.0293,66.0497501082688,10.1881587309764,2.67369994101794,10.6717392777249,0.860331719890086,8.9929396306283,245.9853146,16.928158060368,9,19,1
RVCT_20231019_MID5-cast01,MID5-cast01,2023-10-20T15:19:06,40.9398333333333,-73.6136666666667,16.5699112642589,16.7,26.4073,18.0528,35.7701432346558,9.47233865230428,2.59301295420535,9.86373341974214,0.325294065172291,8.64317884295454,201.6398771,16.7683913952064,7,20,0
RVCT_20231019_MID5-cast01,MID5-cast01,2023-10-20T15:19:06,40.9398333333333,-73.6136666666667,15.865,15.989,26.4073,18.0528,40.2481419159718,0,2.59301295420535,9.58485367556855,0,8.64317884295454,201.6398771,16.7683913952064,7,20,11
RVCT_20231019_MID5-cast01,MID5-cast01,2023-10-20T15:19:06,40.9398333333333,-73.6136666666667,10.138,10.217,26.3193,17.9892,33.2599569749244,5.76091931705005,2.59828713887536,9.48683016674535,0.695963257438746,8.6654054817901,206.0502558,16.7683913952064,7,20,9
RVCT_20231019_MID5-cast01,MID5-cast01,2023-10-20T15:19:06,40.9398333333333,-73.6136666666667,8.445,8.511,26.1219,17.7579,33.039497608316,0.867458105863417,2.61531884861851,10.0511010510398,0.0725971676813475,8.74041450227165,216.3723312,16.7683913952064,7,20,7
RVCT_20231019_MID5-cast01,MID5-cast01,2023-10-20T15:19:06,40.9398333333333,-73.6136666666667,6.307,6.356,25.5661,17.1488,42.9022938671084,3.83865246514658,2.66163028749126,9.88263459699209,0.336590959637397,8.94410363115541,242.7687922,16.7683913952064,7,20,5
RVCT_20231019_MID5-cast01,MID5-cast01,2023-10-20T15:19:06,40.9398333333333,-73.6136666666667,4.41,4.444,25.5002,17.1035,43.1175226830164,1.44659104043445,2.66558790590228,9.75979213480794,0.0860403839467741,8.96083668156895,245.5781078,16.7683913952064,7,20,3
RVCT_20231019_MID5-cast01,MID5-cast01,2023-10-20T15:19:06,40.9398333333333,-73.6136666666667,1.597,1.609,25.4933,17.1053,41.9364390435391,0.0930387081569744,2.66561113479702,10.2213124268593,0.169020706585091,8.96068690545458,246.363729,16.7683913952064,7,20,1
RVCT_20231019_WLIS-cast02,WLIS-cast02,2023-10-20T12:05:21,40.9571666666667,-73.584,18.7179481895172,18.865,26.5105,18.0579,33.60076155985,4.51993078196799,2.59082702428053,9.56431361278541,0.173652444522792,8.63640440351378,206.7289338,18.9164022029854,7,21,0
RVCT_20231019_WLIS-cast02,WLIS-cast02,2023-10-20T12:05:21,40.9571666666667,-73.584,17.206,17.341,26.5105,18.0579,32.5252414158757,2.49520018299852,2.59082702428053,9.43610413657323,0.133549220046322,8.63640440351378,206.7289338,18.9164022029854,7,21,11
RVCT_20231019_WLIS-cast02,WLIS-cast02,2023-10-20T12:05:21,40.9571666666667,-73.584,14.06,14.17,26.476,18.0398,32.2338536907843,3.96629318361974,2.5924984714098,9.52540067426316,0.366247476744961,8.64320797282729,210.0184655,18.9164022029854,7,21,9
RVCT_20231019_WLIS-cast02,WLIS-cast02,2023-10-20T12:05:21,40.9571666666667,-73.584,9.947,10.025,26.135,17.6429,33.6177243458304,9.56917418048317,2.62177633510761,9.94298288717961,0.423419622877763,8.7721472432312,222.9719606,18.9164022029854,7,21,7
RVCT_20231019_WLIS-cast02,WLIS-cast02,2023-10-20T12:05:21,40.9571666666667,-73.584,6.815,6.868,25.9374,17.4499,33.4057542604999,7.71358280175526,2.6367811369426,10.1842289774578,0.201257792618849,8.83747544009336,231.7114823,18.9164022029854,7,21,5
RVCT_20231019_WLIS-cast02,WLIS-cast02,2023-10-20T12:05:21,40.9571666666667,-73.584,4.839,4.877,25.8813,17.41,31.3357371883504,2.43875858777231,2.64018454901914,9.49754843602272,0.285336983196425,8.85187687987457,232.4827073,18.9164022029854,7,21,3
RVCT_20231019_WLIS-cast02,WLIS-cast02,2023-10-20T12:05:21,40.9571666666667,-73.584,2.21,2.227,25.862,17.3995,27.5745734328297,1.81868443226759,2.64116635642661,9.92146140051324,0.222069272520187,8.85591444403556,233.4852998,18.9164022029854,7,21,1
RVCT_20231019_WLI6-cast01,WLI6-cast01,2023-10-20T13:10:22,40.963,-73.558,19.9482224601925,20.105,26.4805,17.9791,25.0783774965495,3.73931500338298,2.59590392986461,9.76607395628994,0.941685194607527,8.65980936709762,212.0164524,20.1466659860113,7,22,0
